Заправки,период,Объем реализации - собственный,бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,Выручка от реализации - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Налоги в выручке - НДС,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Выручка без налогов и бонусов,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Покупная стоимость - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Валовой доход - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары
АЗК-25,082017,421.7,315.2,105.8,203.6,5.8,106.5,0.0,22943,21189,16369,5262,10747,360,4820,,1754,3492,3232,2497,803,1639,55,735,,260,19451,17957,13872,4459,9107,305,4085,,1494,16211,15024,11697,3853,7590,255,3327,,1186,3240,2933,2175,607,1518,51,758,,308
АЗК-26,082017,244.0,176.1,79.0,94.4,2.7,67.9,0.0,12947,11856,8795,3769,4861,165,3061,,1090,1964,1809,1342,575,741,25,467,,156,10983,10048,7454,3194,4119,140,2594,,935,9329,8632,6511,2877,3520,115,2121,,697,1654,1416,942,318,599,25,474,,238
АЗК-27,082017,313.7,220.5,78.4,139.6,2.5,93.2,0.0,16144,15279,11118,3776,7188,154,4161,,864,2461,2331,1696,576,1097,24,635,,130,13683,12948,9422,3200,6092,131,3526,,735,11679,11072,8164,2855,5203,107,2908,,607,2005,1876,1258,345,889,24,618,,128
АЗК-28,082017,304.3,193.5,72.7,117.8,3.0,110.8,0.0,16474,14785,9837,3548,6106,184,4948,,1689,2505,2256,1501,541,931,28,755,,249,13969,12530,8337,3007,5174,156,4193,,1439,11795,10622,7165,2647,4391,128,3457,,1173,2174,1907,1171,360,783,28,736,,267
АЗК-29,082017,182.4,116.3,47.4,67.8,0.0,66.1,0.0,9496,8720,5765,2265,3448,,2955,,775,1441,1330,879,346,526,,451,,111,8055,7391,4886,1920,2922,,2505,,665,6859,6358,4292,1727,2527,,2066,,502,1196,1032,593,192,395,,439,,163
АЗК-3,082017,1077.9,739.8,240.9,485.8,8.7,338.1,0.0,54482,52774,37686,11739,25193,540,15088,,1708,8305,8051,5749,1791,3843,82,2302,,255,46177,44724,31937,9948,21350,458,12787,,1453,39146,37988,27435,8782,18119,378,10553,,1159,7031,6737,4503,1166,3231,80,2234,,294
АЗК-30,082017,313.6,203.7,69.5,130.4,3.8,109.9,0.0,16882,15542,10586,3459,6896,231,4956,,1340,2569,2371,1615,528,1052,35,756,,199,14313,13171,8971,2931,5844,196,4200,,1141,11917,10986,7555,2532,4860,163,3431,,930,2396,2185,1416,399,984,33,769,,211
АЗК-31,082017,191.4,153.8,52.7,97.8,3.3,37.6,0.0,10231,9488,7801,2509,5088,203,1687,,744,1558,1447,1190,383,776,31,257,,111,8673,8041,6611,2127,4312,172,1430,,633,7400,6880,5704,1916,3644,143,1176,,520,1273,1161,907,210,668,29,254,,113
АЗК-32,082017,318.7,235.5,106.7,128.8,0.0,83.2,0.0,17116,15515,11760,5136,6623,,3755,,1601,2593,2367,1794,783,1010,,573,,227,14523,13149,9966,4353,5613,,3183,,1374,12227,11294,8694,3889,4806,,2600,,932,2296,1854,1271,464,807,,583,,442
АЗК-33,082017,152.8,88.7,52.7,36.0,0.0,64.1,0.0,7965,7366,4502,2606,1896,,2864,,599,1208,1124,687,398,289,,437,,84,6757,6242,3815,2209,1607,,2427,,515,5638,5259,3257,1915,1343,,2002,,378,1120,983,558,294,264,,425,,136
АЗК-4,082017,792.6,436.8,157.0,267.1,8.7,355.8,0.0,39983,38224,22414,7690,13983,546,15810,,1760,6092,5831,3419,1173,2133,83,2412,,262,33891,32393,18995,6517,11850,462,13398,,1498,28496,27297,16193,5714,9957,380,11104,,1199,5395,5096,2801,804,1893,82,2295,,299
АЗК-6,082017,265.5,85.5,33.4,51.0,1.1,180.0,0.0,13097,12364,4391,1649,2673,69,7973,,733,1992,1886,670,251,408,11,1216,,106,11105,10478,3721,1397,2265,58,6757,,627,9269,8777,3160,1213,1900,47,5617,,492,1835,1701,561,184,366,11,1140,,135
АЗК-7,082017,738.5,579.1,205.0,361.3,12.9,159.4,0.0,39199,37131,29915,10115,19001,799,7216,,2068,5974,5664,4563,1543,2898,122,1101,,310,33225,31467,25351,8572,16103,677,6116,,1758,27907,26481,21507,7467,13474,565,4974,,1426,5318,4986,3845,1105,2628,111,1141,,332
АЗК-8,082017,502.5,422.5,106.3,303.4,9.7,80.1,0.0,26696,25619,21982,5277,15959,593,3637,,1077,4070,3908,3353,805,2434,90,555,,162,22626,21710,18628,4472,13525,502,3082,,915,18971,18221,15718,3872,11313,424,2503,,750,3655,3490,2910,600,2212,79,580,,166
АЗК-9,082017,474.6,358.9,140.5,208.4,6.2,115.7,0.0,24745,23542,18316,6876,10875,379,5226,,1203,3769,3591,2794,1049,1659,58,797,,178,20976,19951,15522,5827,9216,321,4429,,1026,17713,16903,13292,5119,7770,266,3611,,810,3264,3048,2230,708,1446,55,818,,216
АЗС-201,082017,203.0,172.6,76.9,94.5,0.0,30.4,0.0,10825,10086,8683,3727,4900,,1403,,739,1649,1539,1325,569,747,,214,,111,9176,8548,7359,3158,4153,,1189,,628,7843,7318,6368,2804,3524,,950,,525,1333,1229,990,355,629,,239,,104
АЗС-21,082017,340.9,233.6,100.5,133.1,0.0,107.3,0.0,17528,16729,11916,4929,6987,,4813,,799,2672,2552,1818,752,1066,,734,,120,14856,14177,10098,4178,5921,,4079,,678,12531,11977,8628,3664,4964,,3349,,553,2325,2200,1470,514,957,,730,,125
АЗС-212,082017,539.9,382.7,165.8,207.6,3.2,157.1,0.0,29025,26548,19480,8110,10874,197,7068,,2477,4398,4049,2971,1237,1659,30,1078,,348,24627,22498,16508,6873,9215,167,5990,,2129,20619,19052,14147,6046,7742,139,4905,,1567,4008,3446,2361,826,1473,28,1085,,562
АЗС-213,082017,409.2,287.2,134.0,150.5,2.7,122.0,0.0,21175,19897,14535,6538,7830,167,5362,,1278,3229,3035,2217,997,1194,25,818,,194,17946,16862,12318,5541,6635,142,4544,,1084,15353,14422,10614,4884,5613,117,3808,,932,2593,2440,1704,657,1022,25,736,,152
АЗС-214,082017,489.6,342.9,181.7,154.1,0.0,146.7,0.0,24914,23722,17236,8857,8033,,6486,,1191,3798,3618,2629,1351,1225,,989,,179,21116,20104,14607,7506,6807,,5497,,1012,18044,17205,12627,6624,5748,,4578,,839,3073,2900,1981,882,1060,,919,,173
АЗС-217,082017,525.5,351.8,170.9,174.0,0.0,173.7,0.0,27932,25750,17758,8386,9038,,7992,,2182,4249,3928,2709,1279,1379,,1219,,321,23683,21822,15049,7107,7659,,6773,,1861,19879,18395,12970,6231,6490,,5425,,1483,3804,3426,2079,876,1169,,1347,,377
АЗС-219,082017,277.5,187.2,117.5,65.6,0.0,90.3,0.0,13909,13431,9314,5721,3397,,4117,,479,2120,2049,1421,873,518,,628,,71,11789,11382,7893,4848,2879,,3489,,408,10018,9695,6877,4285,2446,,2818,,323,1771,1687,1016,564,434,,671,,85
АЗС-220,082017,384.4,249.2,144.7,98.2,0.0,135.2,0.0,19906,18595,12467,7069,5088,,6128,,1312,3033,2837,1902,1078,776,,935,,196,16874,15759,10565,5991,4312,,5194,,1115,14340,13388,9165,5275,3662,,4223,,952,2533,2370,1400,716,650,,970,,163
АЗС-221,082017,114.4,61.6,43.9,12.8,0.0,52.8,0.0,5427,5405,3025,2130,663,,2380,,22,828,824,461,325,101,,363,,3,4599,4581,2564,1805,562,,2017,,18,3904,3892,2244,1601,473,,1648,,12,695,688,320,204,89,,368,,7
АЗС-222,082017,180.7,131.1,79.4,51.7,0.0,49.6,0.0,9604,8786,6543,3867,2677,,2243,,818,1463,1340,998,590,408,,342,,122,8141,7445,5545,3277,2268,,1900,,696,6944,6365,4818,2891,1927,,1547,,580,1197,1082,728,386,342,,354,,116
АЗС-223,082017,225.8,176.1,112.5,63.0,0.6,49.7,0.0,12097,11046,8833,5481,3313,38,2213,,1051,1843,1685,1347,836,505,6,338,,158,10254,9361,7486,4645,2808,33,1875,,893,8767,8026,6475,4100,2349,27,1551,,742,1487,1335,1010,545,459,6,325,,151
АЗС-224,082017,296.5,224.8,117.4,91.4,1.4,71.7,0.0,15546,14604,11318,5725,4804,88,3286,,942,2366,2227,1726,873,733,13,501,,138,13180,12376,9592,4852,4071,75,2784,,804,11158,10519,8279,4282,3407,61,2240,,639,2023,1858,1313,570,664,14,545,,165
АЗС-225,082017,80.0,70.9,52.3,18.6,0.0,9.1,0.0,3996,3942,3536,2552,983,,406,,54,610,601,539,389,150,,62,,8,3387,3340,2996,2163,833,,344,,46,2911,2880,2596,1905,692,,284,,30,475,460,400,258,141,,60,,16
АЗС-227,082017,515.6,387.8,210.1,164.8,1.8,127.8,0.0,26680,25087,19416,10210,8561,109,5671,,1593,4064,3827,2962,1557,1306,17,865,,237,22616,21260,16454,8653,7255,92,4806,,1356,19386,18275,14286,7661,6148,76,3989,,1111,3230,2985,2168,992,1107,17,817,,245
АЗС-228,082017,395.9,166.4,89.3,77.0,0.0,229.5,0.0,18668,18637,8449,4399,4050,,10188,,30,2848,2843,1289,671,618,,1554,,5,15820,15794,7160,3728,3432,,8634,,26,13312,13294,6130,3257,2874,,7164,,17,2509,2500,1030,471,559,,1470,,9
АЗС-229,082017,183.1,151.4,93.1,48.8,0.0,31.7,0.0,9122,9103,7669,4610,2600,,1434,,20,1392,1389,1170,703,397,,219,,3,7731,7714,6499,3906,2203,,1215,,17,6559,6547,5557,3396,1820,,990,,12,1172,1167,942,511,383,,225,,5
АЗС-230,082017,685.2,414.5,221.2,184.4,0.0,270.7,0.0,35040,33421,21222,10976,9812,,12199,,1618,5335,5098,3237,1674,1497,,1861,,237,29704,28323,17985,9302,8316,,10338,,1381,24790,23712,15265,8065,6880,,8447,,1079,4914,4611,2720,1237,1436,,1891,,302
АЗС-231,082017,533.5,302.0,166.4,129.0,1.5,231.5,0.0,26873,25786,15403,8211,6851,93,10383,,1087,4096,3934,2350,1252,1045,14,1584,,162,22777,21853,13054,6958,5806,78,8799,,924,19094,18348,11124,6066,4813,64,7224,,746,3683,3505,1930,892,993,15,1575,,178
АЗС-232,082017,256.9,158.1,80.2,64.3,0.0,98.9,0.0,12415,12415,8001,3965,3395,,4414,,0,1894,1894,1221,605,518,,673,,0,10521,10521,6781,3361,2877,,3740,,,8893,8893,5807,2923,2399,,3086,,0,1628,1628,974,437,478,,654,,
АЗС-233,082017,43.3,27.1,11.8,8.9,0.0,16.1,0.0,2069,2069,1351,582,469,,718,,0,316,316,206,89,72,,110,,0,1754,1753,1145,493,398,,608,,,1497,1496,993,429,331,,503,,0,257,257,152,64,66,,105,,
АЗС-235,082017,79.3,59.8,38.5,16.6,0.0,19.6,0.0,3814,3814,2943,1865,858,,871,,0,582,582,449,284,131,,133,,0,3232,3232,2494,1580,727,,738,,,2797,2797,2185,1404,616,,612,,0,435,435,309,176,111,,126,,
АЗС-237,082017,398.3,282.1,149.0,120.1,0.0,116.2,0.0,20239,19244,14052,7196,6242,,5192,,996,3086,2936,2144,1098,952,,792,,150,17154,16309,11909,6098,5289,,4400,,846,14728,14010,10384,5433,4479,,3626,,718,2426,2299,1525,665,810,,774,,127
АЗС-238,082017,302.6,218.9,120.6,90.3,1.7,83.7,0.0,15844,14697,10924,5836,4681,107,3773,,1146,2412,2242,1666,890,714,16,576,,170,13432,12456,9258,4946,3967,91,3198,,976,11461,10675,8062,4398,3368,73,2613,,786,1971,1780,1196,548,599,17,584,,191
АЗС-239,082017,261.0,175.1,99.6,68.8,0.0,85.9,0.0,13308,12517,8672,4801,3551,,3845,,791,2028,1910,1323,732,542,,587,,119,11280,10608,7349,4069,3009,,3259,,672,9678,9118,6438,3632,2565,,2680,,559,1602,1489,911,437,444,,578,,113
АЗС-243,082017,234.7,159.3,91.2,62.8,0.0,75.4,0.0,11742,11342,7953,4450,3246,,3389,,401,1790,1730,1213,679,495,,517,,60,9952,9612,6740,3771,2751,,2872,,341,8481,8209,5855,3327,2340,,2354,,271,1472,1401,884,444,411,,517,,70
АЗС-245,082017,531.1,249.1,120.2,124.3,3.6,282.0,0.0,26800,25150,12563,5851,6441,221,12587,,1650,4074,3836,1916,893,983,34,1920,,238,22726,21314,10647,4959,5459,187,10667,,1412,19097,18010,9206,4381,4635,155,8804,,1087,3629,3304,1441,578,823,32,1863,,325
АЗС-247,082017,118.3,102.0,55.3,46.7,0.0,16.3,0.0,5824,5824,5091,2676,2415,,733,,0,888,889,777,408,368,,112,,0,4935,4936,4315,2268,2047,,621,,,4266,4266,3755,2015,1740,,511,,0,670,669,559,253,307,,110,,
АЗС-248,082017,193.3,118.4,49.7,64.8,2.1,74.8,0.0,10261,9396,6042,2436,3383,131,3354,,864,1555,1434,922,372,516,20,512,,122,8705,7964,5121,2064,2867,111,2843,,742,7271,6716,4380,1809,2415,90,2336,,555,1435,1248,741,255,452,22,507,,187
АЗС-249,082017,104.1,68.3,48.2,16.9,0.0,35.8,0.0,4994,4994,3372,2340,874,,1622,,0,762,761,514,357,133,,247,,0,4233,4233,2858,1983,741,,1375,,,3612,3612,2494,1757,627,,1118,,0,621,621,364,226,114,,257,,
АЗС-262,082017,66.0,48.5,26.6,21.9,0.0,17.5,0.0,3207,3207,2424,1283,1142,,783,,0,489,489,370,196,174,,119,,0,2718,2718,2054,1087,967,,664,,,2333,2332,1786,970,817,,546,,0,385,385,268,117,151,,117,,
АЗС-263,082017,214.8,158.9,73.6,85.3,0.0,56.0,0.0,11605,10592,8036,3592,4445,,2556,,1013,1763,1616,1226,548,678,,390,,147,9842,8977,6811,3044,3767,,2166,,866,8249,7610,5863,2681,3182,,1747,,639,1593,1367,948,363,585,,419,,226
АЗС-264,082017,451.8,184.5,100.7,83.8,0.0,267.4,0.0,23101,21170,9201,4880,4321,,11969,,1930,3513,3230,1404,744,659,,1826,,283,19588,17941,7798,4136,3662,,10143,,1647,16515,15143,6794,3668,3126,,8349,,1371,3073,2798,1004,468,536,,1794,,275
АЗС-265,082017,399.0,335.9,146.7,179.1,3.4,63.0,0.0,20084,19872,16981,7181,9261,210,2891,,212,3063,3031,2590,1095,1413,32,441,,32,17020,16840,14390,6086,7848,178,2450,,180,14529,14388,12420,5347,6681,149,1968,,142,2491,2453,1971,739,1167,29,482,,38
АЗС-5,082017,323.2,248.0,85.0,162.9,0.0,75.2,0.0,16032,16030,12673,4160,8513,,3357,,2,2446,2445,1933,635,1299,,512,,0,13587,13585,10740,3525,7215,,2845,,2,11526,11524,9177,3099,6078,,2347,,1,2061,2061,1563,426,1137,,498,,1
АЗСМ-12,082017,149.0,121.4,36.7,84.7,0.0,27.6,0.0,7526,7511,6259,1806,4453,,1252,,15,1148,1146,955,275,679,,191,,2,6378,6365,5304,1530,3774,,1061,,13,5367,5358,4497,1337,3160,,861,,9,1011,1006,807,194,614,,199,,4
КАЗС-2,082017,116.1,116.1,60.1,56.0,0.0,0.0,0.0,5801,5801,5801,2922,2878,,,,0,885,885,885,446,439,,,,0,4916,4916,4916,2476,2439,,,,,4281,4281,4281,2193,2089,,,,0,634,634,634,284,351,,,,
АЗC-200,092017,281.7,221.8,95.2,126.5,0.0,59.9,0.0,14719,14025,11350,4708,6642,,2675,,695,2244,2139,1731,718,1013,,408,,105,12475,11885,9618,3989,5629,,2267,,590,10603,10115,8216,3473,4743,,1899,,488,1872,1770,1402,517,885,,368,,102
АЗК-1,092017,920.1,772.2,227.3,532.6,12.3,147.9,0.0,48742,46273,39657,11159,27734,764,6616,,2470,7430,7058,6049,1702,4231,117,1009,,372,41312,39213,33607,9457,23503,647,5606,,2098,35236,33488,28801,8288,19955,557,4687,,1748,6077,5727,4807,1169,3548,90,920,,350
АЗК-10,092017,1062.0,938.5,316.6,610.4,11.5,123.5,0.0,55231,53170,47672,15360,31600,712,5498,,2061,8422,8111,7272,2343,4820,109,839,,311,46809,45059,40400,13017,26779,604,4659,,1750,40344,38873,34962,11551,22891,521,3911,,1471,6465,6187,5438,1466,3888,83,749,,279
АЗК-11,092017,310.0,203.4,85.3,109.1,4.7,106.5,0.0,16232,15114,10469,4219,5740,295,4645,,1119,2474,2306,1597,644,876,45,709,,168,13759,12808,8872,3575,4864,250,3936,,951,11743,10936,7564,3110,4086,211,3372,,807,2015,1872,1308,465,778,39,564,,144
АЗК-13,092017,422.6,336.8,136.8,197.0,2.9,85.8,0.0,22330,21043,17215,6744,10290,182,3828,,1287,3402,3210,2626,1029,1570,28,584,,192,18928,17833,14589,5715,8720,154,3244,,1095,16097,15216,12498,4990,7380,128,2718,,881,2831,2617,2091,725,1340,26,526,,214
АЗК-14,092017,397.6,284.0,97.3,179.1,7.6,113.6,0.0,21056,19738,14691,4776,9430,485,5047,,1318,3207,3011,2241,729,1438,74,770,,196,17849,16727,12450,4047,7991,411,4277,,1122,15102,14189,10596,3549,6704,343,3593,,913,2747,2538,1854,498,1287,68,684,,209
АЗК-15,092017,267.5,127.5,45.1,82.5,0.0,139.9,0.0,13766,12676,6593,2241,4352,,6083,,1089,2095,1934,1006,342,664,,928,,162,11670,10742,5587,1900,3688,,5155,,927,9913,9161,4730,1643,3088,,4431,,752,1757,1582,857,257,600,,725,,175
АЗК-16,092017,129.6,53.7,22.3,30.8,0.6,75.9,0.0,6429,6057,2758,1102,1621,34,3299,,372,976,924,421,168,247,5,503,,52,5453,5133,2337,934,1374,29,2796,,320,4633,4387,1987,811,1152,23,2400,,245,820,746,350,122,222,6,396,,75
АЗК-17,092017,305.4,198.4,72.3,123.7,2.5,107.0,0.0,15695,14821,10145,3530,6464,151,4676,,874,2390,2261,1548,539,986,23,713,,129,13306,12561,8598,2992,5478,128,3963,,745,11354,10759,7374,2639,4629,105,3385,,595,1952,1802,1224,352,848,23,578,,150
АЗК-18,092017,438.2,338.8,118.4,220.3,0.0,99.4,0.0,23394,21824,17420,5827,11593,,4404,,1570,3565,3329,2657,889,1768,,672,,236,19829,18495,14763,4938,9825,,3732,,1333,16866,15725,12576,4318,8258,,3149,,1141,2963,2771,2187,620,1567,,584,,193
АЗК-19,092017,449.8,341.2,105.3,215.5,9.8,108.7,0.0,24927,22599,17816,5237,11466,604,4783,,2327,3795,3448,2718,799,1749,92,730,,348,21132,19153,15099,4438,9717,512,4054,,1979,17837,16177,12740,3838,8076,439,3437,,1660,3294,2975,2359,600,1641,73,616,,319
АЗК-2,092017,1088.2,878.3,202.8,627.7,47.9,209.8,0.0,58268,55745,46210,10075,33172,2964,9535,,2523,8880,8503,7049,1537,5060,452,1454,,376,49388,47241,39161,8538,28112,2512,8080,,2147,41416,39761,33122,7397,23525,2200,6639,,1656,7972,7481,6039,1141,4586,311,1442,,491
АЗК-20,092017,508.9,349.8,140.3,206.2,3.3,159.0,0.0,27046,25161,18105,7006,10897,202,7056,,1885,4117,3838,2762,1069,1662,31,1076,,279,22929,21323,15344,5938,9234,171,5979,,1606,19334,18032,12995,5120,7729,146,5037,,1302,3595,3292,2349,818,1506,25,943,,303
АЗК-22,092017,554.5,325.8,126.2,196.0,3.6,228.7,0.0,28282,26620,16544,6212,10110,222,10076,,1662,4309,4061,2524,948,1542,34,1537,,248,23973,22560,14021,5264,8568,188,8539,,1413,20512,19347,12101,4602,7341,159,7246,,1165,3461,3212,1919,663,1227,29,1293,,249
АЗК-23,092017,393.1,324.0,92.7,221.9,9.4,69.1,0.0,20780,20031,16923,4601,11737,585,3108,,749,3167,3055,2581,702,1790,89,474,,112,17612,16975,14341,3899,9946,496,2634,,637,14794,14306,12125,3378,8316,431,2181,,488,2819,2670,2217,521,1631,65,453,,149
АЗК-24,092017,308.9,231.8,87.7,136.0,4.0,77.1,0.0,17084,15315,11890,4305,7134,247,3425,,1770,2599,2336,1814,657,1088,38,522,,263,14485,12979,10076,3648,6046,210,2903,,1507,12292,11049,8616,3198,5094,176,2433,,1242,2193,1929,1460,450,952,34,469,,264
АЗК-25,092017,386.1,283.4,97.1,180.7,5.5,102.8,0.0,21215,19341,14766,4825,9596,345,4575,,1874,3230,2950,2252,736,1464,53,698,,279,17985,16390,12513,4089,8132,292,3877,,1594,15091,13799,10550,3542,6767,241,3249,,1292,2894,2593,1964,547,1366,51,629,,302
АЗК-26,092017,250.7,176.1,80.8,92.3,2.9,74.6,0.0,13112,12092,8791,3852,4756,183,3301,,1021,1991,1844,1341,588,725,28,503,,147,11121,10247,7450,3264,4030,155,2797,,874,9559,8897,6532,2947,3456,129,2365,,662,1562,1350,918,318,574,26,432,,212
АЗК-27,092017,343.9,241.1,83.1,155.5,2.4,102.8,0.0,17449,16648,12144,4006,7989,149,4504,,801,2660,2540,1853,611,1219,23,687,,120,14789,14109,10292,3395,6770,126,3817,,680,12773,12210,8960,3030,5823,108,3250,,563,2016,1898,1331,365,948,19,567,,117
АЗК-28,092017,266.8,173.7,66.3,104.5,2.9,93.2,0.0,14601,12911,8825,3226,5420,179,4086,,1690,2221,1969,1346,492,827,27,623,,251,12380,10942,7479,2734,4593,152,3463,,1439,10588,9403,6457,2415,3912,130,2946,,1185,1793,1539,1022,319,681,22,517,,254
АЗК-29,092017,159.2,96.9,41.7,54.0,0.0,62.3,0.0,8145,7554,4819,1994,2768,,2735,,591,1238,1152,735,304,422,,417,,86,6907,6401,4084,1690,2346,,2317,,505,5947,5555,3585,1521,2022,,1970,,392,959,847,499,168,323,,348,,113
АЗК-3,092017,1016.9,672.6,224.5,436.7,7.2,344.4,0.0,51350,49343,34261,10935,22671,450,15082,,2007,7829,7527,5226,1668,3458,69,2301,,302,43520,41816,29034,9267,19213,381,12782,,1704,37328,35931,25023,8186,16362,327,10908,,1398,6192,5886,4012,1081,2850,55,1874,,307
АЗК-30,092017,291.5,185.9,64.8,118.3,2.8,105.7,0.0,15617,14363,9679,3229,6277,173,4684,,1253,2378,2191,1476,493,957,26,715,,187,13239,12173,8203,2736,5319,147,3970,,1066,11134,10254,6910,2362,4426,122,3344,,880,2105,1919,1293,374,894,25,626,,186
АЗК-31,092017,192.2,155.2,53.2,99.1,3.0,37.1,0.0,10371,9502,7859,2534,5142,183,1643,,870,1580,1450,1199,386,784,28,251,,131,8791,8052,6660,2147,4358,155,1392,,739,7555,6939,5774,1937,3708,129,1165,,616,1236,1113,886,210,650,27,227,,123
АЗК-32,092017,291.5,213.6,99.6,114.0,0.0,77.9,0.0,15491,14134,10654,4789,5864,,3480,,1357,2352,2156,1625,731,895,,531,,196,13139,11978,9029,4059,4970,,2949,,1162,11186,10369,7901,3631,4269,,2468,,817,1954,1609,1128,427,700,,481,,344
АЗК-33,092017,127.2,63.9,42.3,21.6,0.0,63.3,0.0,6407,6008,3223,2084,1139,,2785,,398,973,917,492,318,174,,425,,57,5433,5091,2731,1766,965,,2360,,342,4603,4351,2349,1539,810,,2002,,252,831,741,382,227,155,,359,,90
АЗК-4,092017,807.8,432.7,155.0,265.0,9.2,375.2,0.0,40245,38543,22200,7603,13851,579,16343,,1702,6133,5879,3386,1160,2113,88,2493,,254,34112,32663,18813,6443,11738,490,13850,,1448,29154,27992,16113,5651,9924,417,11879,,1162,4959,4672,2700,792,1814,73,1972,,287
АЗК-6,092017,267.0,76.6,31.1,44.8,0.7,190.4,0.0,12778,12145,3918,1540,2336,42,8227,,633,1945,1853,598,235,356,6,1255,,93,10832,10292,3320,1305,1980,35,6972,,540,9297,8863,2836,1132,1676,29,6027,,434,1536,1429,484,173,304,7,945,,107
АЗК-7,092017,709.8,565.8,201.5,351.9,12.4,144.0,0.0,37862,35658,29210,9926,18511,773,6448,,2205,5771,5440,4456,1514,2824,118,984,,331,32092,30218,24754,8412,15687,655,5464,,1873,27195,25653,21100,7347,13187,567,4553,,1541,4897,4565,3654,1065,2501,88,911,,332
АЗК-8,092017,487.1,408.8,100.0,296.8,8.6,78.3,0.0,26245,24795,21274,4976,15597,530,3521,,1450,4002,3782,3245,759,2379,81,537,,219,22244,21013,18029,4217,13218,449,2984,,1231,18776,17736,15263,3646,11113,382,2473,,1040,3468,3276,2766,571,2105,67,510,,191
АЗК-9,092017,428.5,326.4,130.0,187.4,5.4,102.0,0.0,22463,21220,16658,6352,9789,334,4562,,1244,3422,3237,2541,969,1493,51,696,,185,19041,17983,14117,5383,8295,283,3866,,1058,16220,15362,12135,4738,7017,246,3227,,858,2821,2621,1982,644,1278,37,639,,200
АЗС-201,092017,198.7,164.8,72.1,91.3,0.0,33.9,0.0,10694,9865,8327,3504,4758,,1538,,829,1630,1505,1270,534,726,,235,,125,9064,8360,7057,2969,4032,,1303,,704,7771,7169,6099,2631,3423,,1070,,602,1293,1190,957,339,610,,233,,102
АЗС-21,092017,339.2,235.4,102.8,132.6,0.0,103.8,0.0,17321,16561,12019,5055,6965,,4542,,760,2641,2526,1833,771,1062,,693,,114,14680,14035,10186,4284,5902,,3849,,645,12533,12004,8716,3749,4967,,3288,,530,2147,2032,1470,535,935,,562,,115
АЗС-212,092017,445.5,303.6,135.5,159.6,3.0,141.9,0.0,23666,21698,15387,6581,8345,185,6311,,1969,3591,3310,2347,1004,1273,28,963,,282,20075,18387,13039,5577,7072,157,5348,,1687,17024,15742,11251,4940,5979,130,4491,,1283,3050,2646,1789,636,1093,27,857,,404
АЗС-213,092017,393.5,268.3,127.2,137.7,3.3,125.2,0.0,20216,18990,13567,6197,7161,209,5423,,1227,3083,2896,2069,945,1092,32,827,,186,17133,16092,11497,5252,6069,177,4595,,1041,14809,13912,9944,4640,5161,144,3968,,896,2325,2180,1553,612,908,33,627,,145
АЗС-214,092017,469.0,335.9,172.7,157.0,0.0,133.1,0.0,24202,22785,16890,8417,8170,,5895,,1416,3689,3476,2577,1284,1246,,899,,214,20512,19310,14314,7133,6924,,4996,,1202,17640,16623,12405,6299,5885,,4218,,1017,2872,2687,1909,834,1039,,778,,185
АЗС-217,092017,473.4,300.6,147.8,144.4,0.0,172.8,0.0,25334,23530,15174,7250,7514,,8356,,1804,3858,3590,2315,1106,1146,,1275,,268,21476,19941,12859,6144,6368,,7082,,1535,17831,16586,11104,5390,5410,,5482,,1245,3645,3355,1755,754,958,,1600,,291
АЗС-219,092017,265.6,181.5,114.1,62.5,0.0,84.1,0.0,13180,12779,9003,5541,3225,,3776,,400,2009,1949,1373,845,492,,576,,60,11170,10830,7630,4696,2733,,3200,,341,9612,9340,6678,4160,2341,,2662,,271,1559,1489,952,536,392,,537,,70
АЗС-220,092017,377.9,232.6,137.9,88.4,0.0,145.4,0.0,19296,18080,11579,6708,4566,,6501,,1215,2941,2758,1766,1023,697,,992,,183,16355,15323,9813,5685,3869,,5510,,1032,14062,13176,8565,5029,3314,,4611,,886,2293,2147,1248,656,556,,899,,146
АЗС-221,092017,112.0,60.0,42.7,10.7,0.0,52.0,0.0,5278,5250,2947,2073,552,,2303,,28,805,801,450,316,84,,351,,4,4473,4450,2498,1757,468,,1952,,24,3848,3832,2192,1557,398,,1640,,15,625,617,305,200,70,,312,,8
АЗС-222,092017,170.9,121.4,74.8,46.6,0.0,49.5,0.0,9092,8265,6046,3640,2406,,2219,,826,1385,1261,922,555,367,,339,,124,7707,7005,5124,3085,2039,,1881,,702,6632,6037,4471,2727,1744,,1566,,595,1074,968,653,358,295,,315,,106
