Заправки,период,Объем реализации - собственный,бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,Выручка от реализации - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Налоги в выручке - НДС,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Выручка без налогов и бонусов,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Покупная стоимость - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Валовой доход - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары
АЗС-248,062017,199.4,108.5,47.3,56.9,2.3,90.8,0.0,10146,9482,5462,2278,2954,141,4020,,663,1540,1446,833,348,451,21,613,,93,8606,8036,4629,1931,2503,119,3407,,570,7210,6778,3933,1686,2086,99,2845,,431,1396,1257,695,245,417,20,562,,139
АЗС-249,062017,101.3,64.1,44.5,17.0,0.0,37.2,0.0,4805,4783,3105,2106,873,,1678,,22,733,730,474,321,133,,256,,3,4072,4054,2632,1785,740,,1422,,19,3475,3461,2294,1585,619,,1167,,13,598,592,337,200,121,,255,,5
АЗС-262,062017,63.4,44.8,24.6,20.2,0.0,18.7,0.0,3042,3041,2213,1172,1041,,828,,0,464,464,338,179,159,,126,,0,2578,2578,1876,993,883,,702,,,2204,2205,1620,880,739,,585,,0,374,374,256,113,143,,118,,
АЗС-263,062017,166.6,115.5,55.8,59.7,0.0,51.1,0.0,8645,8092,5795,2691,3105,,2297,,553,1313,1234,884,410,474,,350,,79,7332,6858,4911,2280,2631,,1947,,474,6124,5778,4178,1991,2187,,1600,,346,1208,1079,733,290,444,,346,,128
АЗС-264,062017,431.9,177.9,102.0,75.9,0.0,254.1,0.0,20950,20030,8726,4839,3887,,11304,,919,3186,3055,1331,738,593,,1724,,130,17764,16975,7395,4101,3294,,9580,,789,14989,14370,6424,3639,2784,,7946,,619,2775,2605,971,462,509,,1634,,170
АЗС-265,062017,387.8,327.6,148.2,169.2,2.9,60.3,0.0,19252,19069,16316,7096,8694,176,2753,,182,2936,2909,2489,1082,1326,27,420,,27,16315,16161,13828,6014,7367,149,2333,,155,13898,13774,11890,5297,6212,127,1884,,124,2417,2386,1937,717,1155,22,449,,31
АЗС-5,062017,330.8,264.9,96.7,168.2,0.0,66.0,0.0,16268,16266,13335,4628,8707,,2931,,3,2482,2481,2034,706,1328,,447,,0,13787,13785,11301,3922,7379,,2484,,2,11689,11688,9624,3454,6170,,2064,,2,2098,2097,1677,468,1209,,420,,1
АЗСМ-12,062017,148.4,121.3,38.5,82.8,0.0,27.1,0.0,7448,7432,6206,1871,4335,,1226,,16,1136,1134,947,285,661,,187,,2,6312,6298,5259,1586,3673,,1039,,13,5269,5260,4411,1373,3038,,849,,9,1043,1039,848,213,635,,191,,4
КАЗС-2,062017,128.0,128.0,68.6,59.4,0.0,0.0,0.0,6294,6294,6294,3259,3034,,,,0,960,960,960,497,463,,,,0,5334,5334,5334,2762,2571,,,,,4635,4635,4635,2456,2179,,,,0,698,698,698,306,392,,,,
АЗC-200,072017,277.1,231.9,99.6,132.3,0.0,45.2,0.0,14411,13940,11872,4917,6955,,2068,,471,2197,2126,1811,750,1061,,315,,70,12214,11814,10061,4167,5894,,1753,,401,10263,9958,8545,3620,4925,,1413,,305,1952,1856,1516,547,969,,340,,96
АЗК-1,072017,971.1,812.5,235.5,563.3,13.8,158.6,0.0,50107,48707,41560,11558,29161,842,7147,,1399,7637,7430,6340,1763,4448,128,1090,,207,42470,41277,35220,9795,24712,713,6057,,1192,35983,35066,30116,8556,20963,598,4950,,917,6486,6211,5104,1239,3750,116,1107,,275
АЗК-10,072017,1060.9,941.5,315.0,614.7,11.8,119.4,0.0,53939,52817,47464,15179,31563,722,5353,,1122,8224,8057,7240,2315,4815,110,817,,167,45715,44760,40224,12863,26748,612,4536,,955,39345,38607,34879,11458,22906,515,3728,,738,6371,6154,5345,1406,3843,97,809,,217
АЗК-11,072017,308.3,205.7,85.1,110.6,5.9,102.6,0.0,15672,15072,10527,4193,5775,361,4545,,600,2387,2299,1606,640,881,55,693,,88,13285,12772,8921,3554,4894,306,3851,,512,11211,10811,7605,3087,4115,256,3206,,400,2074,1962,1316,466,780,50,646,,112
АЗК-13,072017,500.1,384.3,157.9,221.3,5.1,115.8,0.0,25898,24743,19542,7746,11491,305,5201,,1154,3943,3774,2981,1182,1753,47,793,,169,21954,20969,16561,6565,9738,259,4408,,985,18550,17808,14193,5733,8242,218,3615,,741,3405,3161,2368,831,1496,41,793,,244
АЗК-14,072017,414.0,319.9,103.6,206.0,10.3,94.1,0.0,21680,20742,16513,5071,10802,639,4229,,938,3300,3164,2519,774,1648,98,645,,136,18380,17578,13994,4298,9154,542,3584,,802,15394,14785,11847,3753,7647,447,2938,,609,2986,2793,2147,545,1508,94,646,,193
АЗК-15,072017,323.3,132.5,48.9,83.6,0.0,190.8,0.0,16348,15201,6802,2398,4403,,8399,,1148,2488,2319,1038,366,672,,1281,,169,13861,12881,5764,2033,3731,,7117,,979,11613,10827,4869,1768,3102,,5958,,786,2248,2055,895,265,630,,1160,,193
АЗК-16,072017,186.9,84.7,34.3,49.2,1.2,102.1,0.0,9316,8859,4344,1690,2582,71,4515,,457,1413,1352,663,258,394,11,689,,62,7903,7507,3681,1432,2189,60,3826,,395,6588,6299,3107,1233,1824,49,3192,,288,1315,1208,574,199,364,11,634,,107
АЗК-17,072017,299.3,208.6,74.9,130.8,2.8,90.7,0.0,15325,14649,10623,3647,6805,170,4026,,677,2331,2234,1620,556,1038,26,614,,96,12994,12413,9002,3091,5767,144,3411,,581,10968,10538,7703,2726,4857,120,2835,,430,2026,1876,1299,365,910,24,577,,150
АЗК-18,072017,431.7,334.2,118.2,216.0,0.0,97.5,0.0,22367,21431,17068,5755,11312,,4363,,937,3407,3269,2604,878,1726,,665,,138,18960,18161,14464,4877,9587,,3697,,799,16021,15377,12333,4289,8045,,3044,,644,2939,2783,2130,589,1542,,653,,155
АЗК-19,072017,455.8,349.0,108.3,219.3,10.3,106.8,0.0,24495,22827,18072,5310,11610,629,4755,,1668,3725,3482,2757,810,1771,96,725,,243,20770,19344,15315,4500,9839,533,4029,,1425,17387,16256,12920,3936,8139,448,3336,,1131,3383,3089,2396,564,1700,86,693,,294
АЗК-2,072017,1052.8,857.7,204.1,606.0,47.5,195.2,0.0,55775,53586,44697,10056,31746,2895,8889,,2189,8498,8174,6818,1534,4843,442,1356,,324,47277,45412,37879,8522,26903,2453,7533,,1865,39538,38142,32044,7413,22562,2069,6098,,1397,7738,7270,5835,1109,4341,384,1435,,468
АЗК-20,072017,580.7,409.9,163.9,241.7,4.4,170.8,0.0,30177,28791,21116,8127,12721,268,7675,,1386,4592,4392,3221,1240,1941,41,1171,,200,25585,24399,17895,6887,10781,227,6504,,1186,21339,20461,15130,5951,8991,188,5331,,878,4246,3938,2765,936,1790,39,1173,,308
АЗК-22,072017,568.0,336.4,131.3,201.0,4.2,231.6,0.0,28591,27334,17025,6421,10352,252,10309,,1257,4355,4170,2597,979,1579,38,1573,,185,24237,23165,14428,5441,8773,214,8737,,1072,20477,19657,12421,4770,7472,180,7236,,819,3760,3507,2007,671,1301,34,1500,,253
АЗК-23,072017,377.8,307.9,89.5,209.0,9.5,69.9,0.0,19959,19208,16052,4440,11028,584,3156,,751,3041,2930,2449,677,1682,89,481,,111,16918,16278,13603,3763,9346,495,2675,,640,14104,13614,11430,3248,7770,413,2184,,489,2814,2664,2173,515,1576,82,491,,151
АЗК-24,072017,313.3,229.9,83.9,136.9,4.2,83.4,0.0,16955,15457,11731,4098,7144,254,3726,,1498,2576,2358,1790,625,1090,39,568,,218,14379,13100,9942,3473,6055,215,3158,,1280,12079,11086,8480,3040,5087,180,2606,,993,2301,2013,1462,434,967,35,551,,288
АЗК-25,072017,425.5,323.9,110.0,208.0,5.9,101.7,0.0,22577,21288,16717,5457,10898,362,4571,,1288,3436,3247,2550,832,1662,55,697,,188,19141,18041,14167,4625,9235,307,3874,,1100,15972,15150,11974,3986,7732,256,3176,,823,3169,2892,2193,638,1504,51,699,,277
АЗК-26,072017,242.5,170.7,77.3,90.8,2.6,71.8,0.0,12921,11739,8507,3684,4661,161,3232,,1183,1960,1791,1298,562,711,25,493,,169,10961,9948,7209,3122,3950,137,2739,,1013,9283,8527,6286,2800,3373,113,2241,,756,1678,1420,923,322,578,23,497,,258
АЗК-27,072017,278.7,193.3,64.9,126.6,1.8,85.4,0.0,13923,13498,9710,3110,6490,110,3788,,425,2121,2059,1481,474,990,17,578,,62,11802,11440,8229,2636,5500,93,3211,,362,10070,9791,7124,2352,4695,77,2667,,278,1732,1648,1105,284,805,16,543,,84
АЗК-28,072017,296.0,182.1,70.4,108.9,2.8,113.9,0.0,15573,14253,9184,3411,5603,170,5069,,1320,2367,2174,1401,520,855,26,773,,193,13206,12079,7783,2891,4748,144,4296,,1127,11164,10276,6718,2553,4046,119,3558,,888,2042,1803,1065,338,703,24,738,,239
АЗК-29,072017,187.4,118.9,51.4,66.4,0.0,68.5,0.0,9634,8923,5891,2448,3393,,3032,,710,1462,1361,899,373,518,,462,,101,8172,7562,4993,2075,2875,,2569,,610,6953,6507,4368,1865,2468,,2139,,446,1219,1055,625,210,407,,430,,164
АЗК-3,072017,1108.0,754.1,245.8,492.7,10.4,353.9,0.0,55107,53911,38209,11910,25415,638,15702,,1195,8400,8224,5829,1817,3877,97,2395,,176,46707,45688,32381,10094,21538,540,13307,,1019,39709,38959,27913,8944,18341,452,11046,,749,6999,6729,4468,1149,3197,89,2261,,270
АЗК-30,072017,297.1,199.5,72.5,123.5,3.5,97.7,0.0,15622,14692,10306,3602,6488,216,4386,,930,2377,2241,1572,549,990,33,669,,136,13245,12451,8734,3053,5499,183,3717,,794,11029,10417,7367,2633,4583,151,3050,,611,2216,2034,1367,420,915,32,667,,183
АЗК-31,072017,206.3,161.6,57.3,101.0,3.4,44.7,0.0,10628,10151,8150,2717,5229,204,2001,,478,1618,1548,1243,414,798,31,305,,69,9011,8602,6907,2302,4431,173,1695,,408,7681,7368,5968,2077,3746,145,1400,,313,1330,1235,939,225,685,29,296,,95
АЗК-32,072017,330.3,244.0,108.7,135.4,0.0,86.3,0.0,17499,16020,12147,5212,6935,,3873,,1478,2650,2444,1853,795,1058,,591,,207,14848,13577,10294,4417,5877,,3283,,1271,12508,11685,8989,3953,5036,,2696,,823,2340,1891,1305,464,841,,586,,448
АЗК-33,072017,142.2,81.4,50.0,31.5,0.0,60.8,0.0,7360,6810,4111,2458,1652,,2699,,550,1116,1039,627,375,252,,412,,77,6244,5771,3484,2083,1400,,2287,,473,5221,4873,2969,1800,1168,,1904,,348,1024,899,515,283,232,,384,,125
АЗК-4,072017,811.8,446.5,161.7,269.9,9.8,365.3,0.0,40268,38896,22753,7879,14025,603,16143,,1371,6135,5934,3471,1202,2139,92,2463,,202,34133,32963,19282,6677,11886,511,13681,,1169,28776,27889,16483,5851,10029,423,11406,,888,5357,5075,2800,826,1857,88,2275,,282
АЗК-6,072017,284.4,101.9,39.2,61.1,1.5,182.4,0.0,13971,13255,5216,1931,3191,94,8039,,716,2125,2022,796,295,487,14,1226,,102,11847,11234,4421,1636,2705,80,6813,,613,9902,9435,3740,1411,2263,65,5695,,468,1945,1799,681,225,441,15,1118,,145
АЗК-7,072017,758.4,604.6,217.5,374.6,12.4,153.9,0.0,39749,38011,31064,10689,19611,764,6947,,1738,6057,5799,4739,1631,2992,117,1060,,259,33692,32212,26325,9058,16619,648,5887,,1479,28349,27182,22378,7893,13944,541,4804,,1168,5342,5032,3948,1166,2675,107,1084,,311
АЗК-8,072017,504.2,430.0,113.5,303.1,11.1,74.2,0.0,26315,25680,22315,5614,15914,675,3365,,635,4012,3917,3404,856,2428,103,513,,95,22303,21763,18911,4758,13487,572,2852,,540,18685,18278,15955,4122,11271,482,2323,,407,3618,3484,2955,636,2216,90,529,,133
АЗК-9,072017,485.3,364.4,146.3,207.2,6.2,120.9,0.0,24966,23982,18532,7143,10784,381,5450,,984,3802,3658,2827,1090,1645,58,831,,144,21164,20324,15705,6053,9139,323,4619,,840,17842,17208,13432,5304,7698,269,3776,,635,3322,3116,2273,749,1441,54,843,,206
АЗС-201,072017,194.7,168.0,72.9,93.4,0.0,26.8,0.0,10022,9637,8406,3515,4815,,1231,,385,1527,1470,1282,536,734,,188,,57,8495,8167,7124,2979,4080,,1043,,328,7272,7017,6181,2650,3479,,836,,254,1224,1150,943,329,601,,207,,74
АЗС-21,072017,340.2,239.8,104.0,135.8,0.0,100.4,0.0,17452,16665,12184,5079,7105,,4481,,787,2661,2543,1859,775,1084,,684,,119,14792,14124,10326,4304,6022,,3798,,668,12518,11973,8840,3784,5055,,3133,,546,2273,2151,1486,520,966,,665,,123
АЗС-212,072017,511.3,375.7,163.8,202.7,3.7,135.6,0.0,27263,25168,19072,7979,10600,228,6096,,2095,4130,3839,2909,1217,1617,35,930,,291,23133,21329,16163,6761,8983,193,5166,,1804,19373,18079,13846,5946,7543,160,4233,,1295,3759,3251,2317,815,1439,33,934,,509
АЗС-213,072017,373.5,269.2,128.8,137.3,3.2,104.2,0.0,18739,18141,13583,6261,7129,192,4558,,598,2857,2767,2072,955,1087,29,695,,90,15882,15374,11511,5306,6041,163,3863,,508,13592,13186,9932,4683,5112,136,3254,,406,2289,2188,1579,623,929,27,609,,102
АЗС-214,072017,505.0,350.4,182.9,161.3,0.0,154.6,0.0,25276,24431,17579,8881,8399,,6852,,845,3853,3727,2682,1355,1281,,1045,,126,21424,20705,14898,7526,7118,,5807,,720,18263,17702,12876,6652,6007,,4826,,561,3161,3003,2022,874,1111,,981,,159
АЗС-217,072017,516.4,340.6,167.9,165.9,0.0,175.8,0.0,26622,25137,17073,8188,8555,,8064,,1485,4049,3834,2604,1249,1305,,1230,,215,22572,21303,14469,6939,7250,,6834,,1270,18961,18017,12525,6105,6175,,5492,,944,3611,3285,1944,834,1075,,1341,,326
АЗС-219,072017,278.2,186.8,116.3,65.6,0.0,91.4,0.0,13860,13390,9251,5619,3402,,4139,,470,2112,2042,1411,857,519,,631,,70,11748,11347,7840,4762,2883,,3507,,401,10011,9694,6839,4226,2438,,2855,,317,1737,1652,1000,536,445,,652,,84
АЗС-220,072017,381.9,250.2,146.1,98.9,0.0,131.8,0.0,19026,18434,12458,7084,5128,,5976,,591,2898,2812,1900,1081,782,,912,,86,16128,15623,10558,6004,4346,,5065,,506,13685,13295,9179,5316,3681,,4116,,390,2444,2328,1379,688,665,,949,,116
АЗС-221,072017,125.4,60.5,43.2,12.8,0.0,64.9,0.0,5868,5849,2957,2081,664,,2892,,19,895,892,451,317,101,,441,,3,4972,4957,2506,1764,563,,2451,,16,4233,4223,2196,1568,471,,2027,,10,739,734,310,196,92,,424,,5
АЗС-222,072017,174.6,128.3,78.8,49.4,0.0,46.3,0.0,8871,8477,6379,3812,2567,,2098,,394,1351,1293,973,582,392,,320,,58,7521,7184,5406,3231,2175,,1778,,337,6394,6138,4692,2856,1836,,1446,,256,1127,1046,714,375,339,,332,,81
АЗС-223,072017,215.0,171.6,109.5,61.2,0.8,43.4,0.0,11160,10512,8567,5318,3201,48,1945,,647,1700,1604,1307,811,488,7,297,,96,9460,8909,7260,4507,2713,41,1649,,551,8080,7646,6290,3981,2275,34,1356,,434,1380,1263,971,526,438,7,292,,117
АЗС-224,072017,292.8,226.6,120.9,89.5,1.6,66.2,0.0,14816,14307,11326,5871,4660,95,2981,,508,2254,2183,1728,896,711,14,455,,72,12561,12125,9599,4976,3949,80,2526,,436,10701,10394,8325,4395,3330,66,2069,,306,1861,1731,1274,581,619,14,457,,130
АЗС-225,072017,85.5,72.3,53.5,18.8,0.0,13.2,0.0,4193,4183,3593,2607,986,,590,,11,640,638,548,398,150,,90,,2,3553,3545,3045,2209,835,,500,,9,3052,3046,2632,1940,692,,414,,6,501,498,413,270,143,,85,,3
АЗС-227,072017,526.4,391.7,218.3,161.8,1.8,134.7,0.0,26428,25464,19524,10555,8390,109,5940,,965,4025,3884,2978,1610,1280,17,906,,141,22403,21580,16546,8945,7111,92,5034,,824,19224,18602,14398,7943,6026,76,4204,,622,3179,2976,2147,1002,1084,16,829,,202
АЗС-228,072017,385.4,167.2,89.3,77.8,0.0,218.2,0.0,18128,18104,8445,4364,4080,,9659,,25,2765,2761,1288,666,622,,1473,,4,15363,15341,7156,3698,3458,,8185,,21,12975,12961,6149,3250,2899,,6812,,14,2388,2381,1008,449,559,,1373,,7
АЗС-229,072017,183.6,145.8,90.2,47.1,0.0,37.8,0.0,9090,9072,7354,4445,2505,,1718,,19,1387,1384,1122,678,382,,262,,3,7704,7688,6232,3767,2123,,1456,,16,6532,6521,5340,3284,1754,,1181,,11,1172,1167,892,483,368,,275,,5
АЗС-230,072017,717.1,428.5,233.1,187.1,0.0,288.6,0.0,36120,34801,21843,11509,9932,,12958,,1319,5499,5309,3332,1756,1515,,1977,,190,30622,29492,18511,9754,8417,,10981,,1129,25580,24754,15745,8481,6966,,9009,,827,5041,4739,2767,1273,1451,,1972,,302
АЗС-231,072017,518.4,315.9,167.6,139.9,2.3,202.6,0.0,25930,25212,16082,8246,7405,140,9130,,719,3952,3846,2453,1258,1130,21,1393,,106,21978,21366,13629,6988,6276,119,7737,,613,18403,17941,11617,6096,5210,97,6324,,461,3576,3424,2011,892,1066,22,1413,,151
АЗС-232,072017,210.1,134.5,72.2,58.0,0.0,75.6,0.0,10185,10184,6824,3554,3062,,3360,,0,1554,1554,1041,542,467,,513,,0,8631,8631,5783,3012,2595,,2848,,,7294,7293,4932,2623,2158,,2361,,0,1337,1337,851,389,437,,486,,
АЗС-233,072017,103.0,66.1,29.6,20.5,0.0,36.9,0.0,4907,4908,3276,1458,1076,,1632,,0,749,749,500,222,164,,249,,0,4159,4159,2776,1236,912,,1383,,,3567,3567,2416,1074,760,,1151,,0,592,591,359,162,152,,232,,
АЗС-235,072017,81.8,59.7,39.3,16.5,0.0,22.2,0.0,3916,3916,2933,1896,850,,983,,0,597,597,447,289,130,,150,,0,3319,3319,2486,1607,721,,833,,,2862,2862,2166,1426,608,,696,,0,457,457,320,181,113,,137,,
АЗС-237,072017,377.9,265.8,140.1,113.4,0.0,112.1,0.0,18624,18133,13158,6736,5850,,4975,,491,2839,2766,2007,1027,892,,759,,73,15785,15367,11151,5708,4957,,4216,,418,13594,13263,9764,5101,4221,,3499,,331,2191,2103,1386,607,736,,717,,87
АЗС-238,072017,319.5,226.2,125.9,91.3,1.4,93.3,0.0,16276,15400,11217,6060,4710,88,4183,,876,2477,2349,1711,924,718,13,638,,128,13799,13051,9506,5136,3991,74,3545,,748,11795,11224,8309,4583,3397,61,2915,,572,2004,1827,1197,553,595,14,630,,176
АЗС-239,072017,260.8,178.4,103.1,68.0,0.0,82.4,0.0,12907,12443,8780,4941,3492,,3663,,463,1967,1898,1339,754,533,,559,,69,10940,10545,7441,4188,2960,,3104,,394,9414,9110,6538,3749,2527,,2572,,304,1526,1436,903,439,433,,533,,90
АЗС-243,072017,222.1,162.5,93.8,63.6,0.0,59.6,0.0,11109,10719,8058,4534,3282,,2661,,390,1693,1635,1229,692,501,,406,,58,9416,9084,6829,3843,2781,,2255,,332,8077,7814,5952,3410,2364,,1862,,263,1339,1270,877,432,417,,393,,69
АЗС-245,072017,524.8,247.6,117.1,125.6,3.7,277.2,0.0,26061,24781,12422,5648,6490,227,12359,,1280,3961,3780,1895,861,990,35,1885,,181,22100,21001,10527,4786,5500,192,10474,,1099,18582,17782,9127,4253,4673,161,8655,,800,3518,3218,1400,533,828,32,1818,,299
АЗС-247,072017,113.4,96.1,51.6,44.6,0.0,17.3,0.0,5564,5564,4791,2493,2298,,773,,0,849,849,731,380,351,,118,,0,4715,4715,4060,2113,1948,,655,,,4072,4072,3530,1872,1658,,542,,0,643,643,530,240,290,,113,,
АЗС-248,072017,201.2,122.8,51.9,67.1,2.2,78.3,0.0,10485,9722,6239,2533,3492,133,3483,,763,1589,1483,952,386,533,20,531,,106,8895,8239,5287,2147,2960,112,2952,,656,7445,6968,4521,1880,2494,92,2447,,477,1450,1271,766,267,466,21,505,,180
АЗС-249,072017,105.6,69.1,46.4,19.2,0.0,36.5,0.0,5054,5054,3398,2236,994,,1656,,0,771,771,518,341,152,,253,,0,4283,4283,2880,1895,842,,1403,,,3647,3646,2505,1680,707,,1141,,0,636,636,374,215,135,,262,,
АЗС-262,072017,62.8,47.1,26.1,21.0,0.0,15.7,0.0,3056,3055,2353,1256,1098,,702,,0,466,466,359,192,167,,107,,0,2589,2589,1994,1064,930,,595,,,2221,2221,1730,949,781,,491,,0,368,368,264,115,149,,104,,
АЗС-263,072017,196.6,147.0,67.7,79.3,0.0,49.6,0.0,10451,9705,7450,3311,4139,,2255,,746,1587,1480,1136,505,631,,344,,106,8865,8225,6314,2806,3508,,1911,,640,7413,6960,5411,2459,2952,,1549,,452,1452,1264,903,346,556,,361,,188
АЗС-264,072017,433.5,175.7,95.4,80.3,0.0,257.8,0.0,21320,20229,8704,4588,4116,,11525,,1091,3241,3086,1328,700,628,,1758,,155,18079,17143,7376,3888,3488,,9767,,936,15216,14496,6445,3460,2985,,8051,,719,2863,2647,931,428,503,,1716,,217
АЗС-265,072017,393.7,329.0,144.5,174.3,3.9,64.7,0.0,19663,19463,16500,7019,8933,235,2963,,200,2999,2969,2517,1071,1363,36,452,,30,16664,16494,13983,5949,7571,199,2511,,170,14289,14156,12137,5252,6490,167,2019,,133,2375,2338,1846,697,1081,32,492,,37
АЗС-5,072017,328.6,254.1,89.8,164.2,0.0,74.5,0.0,16194,16194,12888,4375,8513,,3306,,0,2470,2470,1966,667,1299,,504,,0,13724,13724,10922,3708,7214,,2802,,0,11708,11708,9380,3265,6115,,2328,,0,2016,2016,1542,443,1099,,474,,0
АЗСМ-12,072017,153.4,123.0,36.7,86.3,0.0,30.4,0.0,7710,7695,6322,1798,4524,,1373,,15,1176,1173,964,274,690,,209,,2,6534,6521,5358,1524,3834,,1163,,13,5507,5499,4549,1332,3217,,950,,8,1027,1022,809,192,617,,213,,5
КАЗС-2,072017,121.5,121.5,65.3,56.2,0.0,0.0,0.0,5995,5995,5995,3137,2858,,,,0,914,914,914,478,436,,,,0,5080,5080,5080,2658,2422,,,,,4470,4470,4470,2376,2094,,,,0,611,611,611,282,328,,,,
АЗC-200,082017,271.4,220.1,93.6,126.5,0.0,51.3,0.0,14299,13626,11296,4629,6667,,2330,,674,2180,2078,1723,706,1017,,355,,101,12120,11547,9573,3923,5650,,1974,,572,10200,9732,8132,3412,4720,,1600,,467,1919,1814,1440,511,930,,374,,105
АЗК-1,082017,945.0,785.4,231.1,540.9,13.5,159.6,0.0,49587,47591,40367,11370,28166,832,7224,,1995,7558,7260,6158,1734,4296,127,1102,,298,42029,40332,34210,9636,23869,705,6122,,1697,35552,34167,29186,8421,20174,591,4981,,1385,6477,6165,5024,1214,3696,114,1141,,312
АЗК-10,082017,1055.1,935.6,308.2,615.6,11.8,119.4,0.0,54548,52879,47501,14930,31842,728,5378,,1668,8316,8066,7246,2277,4857,111,820,,250,46231,44813,40255,12652,26985,617,4558,,1418,39617,38450,34722,11238,22966,517,3728,,1168,6614,6363,5533,1414,4019,100,830,,251
АЗК-11,082017,313.6,204.5,85.4,109.7,5.7,109.1,0.0,16372,15379,10525,4233,5765,353,4854,,994,2494,2345,1605,646,879,54,740,,148,13878,13032,8919,3587,4886,299,4113,,846,11691,10992,7584,3113,4091,251,3408,,699,2187,2041,1336,474,795,48,705,,146
АЗК-13,082017,486.6,376.7,153.6,219.2,3.9,109.9,0.0,25570,24201,19245,7571,11437,237,4956,,1368,3894,3692,2936,1155,1745,36,756,,202,21676,20509,16309,6416,9692,201,4200,,1166,18293,17377,13942,5596,8177,169,3435,,916,3384,3134,2368,820,1516,32,766,,250
АЗК-14,082017,448.4,333.9,106.8,217.7,9.4,114.6,0.0,23834,22417,17255,5247,11434,575,5162,,1417,3628,3419,2632,800,1744,88,787,,209,20206,18997,14623,4446,9690,487,4374,,1209,16953,15992,12414,3890,8115,409,3578,,961,3253,3006,2209,556,1575,78,797,,248
АЗК-15,082017,280.4,133.8,46.1,87.6,0.0,146.6,0.0,14583,13432,6920,2282,4638,,6512,,1151,2219,2049,1056,348,708,,993,,170,12364,11383,5864,1934,3931,,5519,,981,10305,9517,4942,1676,3266,,4575,,788,2059,1866,923,258,665,,943,,193
АЗК-16,082017,175.5,82.7,33.9,47.7,1.1,92.8,0.0,8910,8372,4257,1677,2510,69,4115,,538,1351,1277,649,256,383,11,628,,74,7559,7096,3608,1421,2127,59,3488,,464,6300,5950,3051,1228,1775,48,2899,,351,1259,1145,556,193,352,11,589,,113
АЗК-17,082017,293.9,205.1,71.6,130.4,3.1,88.7,0.0,15354,14468,10508,3501,6817,190,3960,,885,2336,2207,1603,534,1040,29,604,,129,13018,12261,8905,2967,5777,161,3356,,756,10970,10379,7607,2613,4862,132,2772,,592,2047,1883,1298,354,916,29,585,,164
АЗК-18,082017,433.7,337.2,115.3,221.9,0.0,96.4,0.0,23098,21703,17368,5654,11714,,4335,,1395,3519,3310,2649,862,1787,,661,,208,19579,18392,14718,4791,9927,,3674,,1187,16488,15490,12480,4201,8279,,3010,,998,3091,2903,2239,590,1649,,664,,189
АЗК-19,082017,440.2,337.3,111.7,202.5,13.1,102.9,0.0,24376,22173,17567,5522,10757,813,4606,,2203,3707,3383,2680,842,1641,124,703,,325,20669,18791,14887,4680,9116,689,3904,,1878,17311,15762,12549,4068,7546,573,3213,,1549,3358,3029,2339,611,1571,116,690,,329
АЗК-2,082017,1059.1,859.5,199.6,613.0,47.0,199.6,0.0,56681,54257,45126,9906,32332,2887,9131,,2425,8637,8277,6884,1511,4932,440,1393,,361,48044,45980,38242,8395,27400,2447,7738,,2064,40025,38440,32203,7272,22865,2066,6237,,1585,8019,7540,6039,1122,4536,381,1501,,480
АЗК-20,082017,564.0,392.8,157.3,231.0,4.5,171.2,0.0,29787,28056,20327,7832,12216,278,7729,,1731,4534,4280,3101,1195,1864,42,1179,,254,25254,23776,17226,6637,10353,236,6550,,1477,21058,19887,14543,5733,8616,194,5344,,1170,4196,3889,2683,904,1737,42,1206,,307
АЗК-22,082017,566.2,334.6,128.9,201.8,4.0,231.6,0.0,29056,27361,16984,6340,10401,243,10377,,1695,4425,4174,2591,967,1587,37,1583,,251,24631,23187,14393,5373,8814,206,8794,,1443,20771,19621,12389,4696,7522,170,7232,,1149,3860,3566,2004,676,1292,36,1562,,294
АЗК-23,082017,389.4,319.6,89.5,220.5,9.6,69.8,0.0,20708,19928,16755,4458,11700,597,3173,,779,3155,3040,2556,680,1785,91,484,,115,17553,16888,14199,3778,9915,506,2689,,664,14593,14084,11905,3262,8223,420,2179,,508,2960,2804,2294,516,1692,86,510,,155
АЗК-24,082017,309.2,231.3,85.9,136.4,4.4,77.9,0.0,17147,15356,11856,4213,7149,273,3500,,1791,2606,2343,1809,643,1091,42,534,,264,14540,13013,10047,3570,6059,231,2966,,1527,12226,10996,8565,3128,5085,191,2431,,1229,2314,2017,1482,443,974,40,535,,298
